1	11868	14362	LOC102725121@1	9.177127474362311e-07	1.1657192989882668e-06	6.814189157634088e-07
1	11873	14409	DDX11L1	9.195320788455595e-07	1.1680302941673515e-06	6.82769803434766e-07
1	14361	29370	WASH7P	1.5299877409602128e-06	1.94345806118021e-06	1.136044574393209e-06
1	17368	17436	MIR6859-1@1,MIR6859-2@1,MIR6859-3@1,MIR6859-4@1	1.217692507120495e-06	1.5467668502473368e-06	9.041595098829462e-07
1	30365	30503	MIR1302-10@1,MIR1302-11@1,MIR1302-2@1,MIR1302-9@1	2.1295973889038703e-06	2.705108741548526e-06	1.5812659765416382e-06
1	34610	36081	FAM138A@1,FAM138C@1,FAM138F@1	2.4732411024120156e-06	3.1416201771056266e-06	1.8364278747737466e-06
1	69090	70008	OR4F5	4.866641545668504e-06	6.181823219621424e-06	3.6135725636621673e-06
1	134772	140566	LOC729737	9.633289838108921e-06	1.2236630588823159e-05	7.152898262617822e-06
1	490755	495445	LOC100132062@1,LOC100132287@1	2.2828130832833112e-05	2.8997300893994373e-05	1.6950315013571593e-05
1	450739	451678	OR4F16@1,OR4F29@1,OR4F3@1	2.575942360468604e-05	3.2720758549649544e-05	1.912685483821856e-05
1	627379	629009	LOC101928626	3.943568768003252e-05	5.009295373297854e-05	2.9281737249900675e-05
1	632614	632685	MIR12136	3.974742311959244e-05	5.048893386847169e-05	2.9513206656665908e-05
1	685715	686654	OR4F16@2,OR4F29@2,OR4F3@2	4.34934964656846e-05	5.524736182663691e-05	3.2294736329208347e-05
1	725758	730351	LOC100133331	4.642331977755307e-05	5.896895290926282e-05	3.44701850522746e-05
1	764864	778688	LOC100288069	4.94827354651937e-05	6.285515795618353e-05	3.674185854331599e-05
1	817370	819834	FAM87B	5.2759351333394155e-05	6.701726027371495e-05	3.917480723943016e-05
1	826205	827522	LINC00115	5.333740890156577e-05	6.77515345496541e-05	3.960402581839482e-05
1	827590	859446	LINC01128	5.4502830617810556e-05	6.923190473071773e-05	4.0469373286335316e-05
1	868070	876802	FAM41C	0.012132463776111118	0.01541119180006109	0.00900858175386845
1	916817	919692	LINC02593	0.06429397501697262	0.0816690491609691	0.047739481519162984
1	925730	944574	SAMD11	0.107226653322251	0.10610541202457391	0.12329906034923696
1	944202	959256	NOC2L	0.16383810039363797	0.1300775736525753	0.23490544466909474
1	960583	965719	KLHL17	0.20284491395757576	0.14659503942533475	0.31180525293967476
1	966481	975865	PLEKHN1	0.23024052404424206	0.15819573198610126	0.3658142060080167
1	975197	982093	PERM1	0.25575785121546807	0.1690010641743397	0.41612022661717235
1	998963	1000097	HES4	0.3270676502319031	0.21630211994002038	0.5542104590225357
1	1013496	1014539	ISG15	0.37652480098653585	0.2582070276218426	0.6486571469538449
1	1020119	1056114	AGRN	0.45879634623647686	0.3279154814234751	0.8057684006610729
1	1059733	1066453	LOC100288175	0.5440580571248113	0.38220402564243333	0.9677444213799693
1	1070966	1074306	RNF223	0.5766313313355249	0.39600776176741487	1.0292988781557957
1	1081822	1116089	C1orf159	0.6664663940989912	0.4340776067923936	1.199062238512398
1	1137016	1144054	LINC01342	0.8090184322045251	0.5350207605745307	1.4662755203686717
1	1167103	1167198	MIR200B	0.9004836451266288	0.6138906161557541	1.636971571566387
1	1167862	1167952	MIR200A	0.903085154282445	0.6161338805057444	1.641826612361302
1	1169004	1169087	MIR429	0.9069960095259295	0.6195061854334709	1.6491252073740048
1	1173879	1197935	TTLL10	0.9646920989783928	0.6546900115174223	1.7522589983903796
1	1203507	1206592	TNFRSF18	1.0299572285403593	0.6809955091360488	1.8647162647165163
1	1211339	1214153	TNFRSF4	1.056200343274373	0.6915729522021113	1.9099353420810747
1	1216907	1232067	SDF4	1.0962315775334406	0.7077077786330123	1.9789125003683539
1	1232236	1235040	B3GALT6	1.1274321417702813	0.7202833511284702	2.032673677055775
1	1242452	1246722	C1QTNF12	1.1657085952385937	0.7429552016886816	2.1008008034585846
1	1253911	1273854	UBE2J2	1.235130851380699	0.7987888912219495	2.2287781375316795
1	1280435	1292029	SCNN1D	1.31554481483113	0.863462794361029	2.3770182731385
1	1292390	1307930	ACAP3	1.365656925924535	0.9037660660800939	2.469398076661174
1	1296109	1296170	MIR6726	1.351189608383852	0.892130550888942	2.442728117588462
1	1304728	1304812	SNORD167	1.3817100910736984	0.9139429531679324	2.498250410715441
1	1308579	1311677	PUSL1	1.3997101844522928	0.9218700045619975	2.529657584767189
1	1311584	1324687	INTS11	1.4266095401227759	0.9337161972667906	2.576592493806443
1	1312501	1312566	MIR6727	1.407789733645187	0.9254281528641117	2.543755056509341
1	1324801	1328896	CPTP	1.4558806886124656	0.946606902529294	2.6276657874818605
1	1331279	1335314	TAS1R3	1.477542615097197	0.9561465866257735	2.665462252260826
1	1335277	1349418	DVL1	1.5079492677977762	0.9695373559739789	2.7185168122351437
1	1339649	1339708	MIR6808	1.4989828159076106	0.9655886250723814	2.7028718425553904
1	1352688	1363541	MXRA8	1.5609181876000058	0.992864309936321	2.8109387818644667
1	1373735	1375207	AURKAIP1	1.617831009960572	1.0294308233400435	2.907655531171008
1	1385710	1399342	CCNL2	1.682434010406745	1.081027270550156	3.0151720817269183
1	1399529	1402046	MRPL20-AS1	1.7119928797884039	1.1046350385037853	3.06436589087355
1	1401908	1407293	MRPL20	1.725636260608192	1.1155315908832975	3.087072100082618
1	1418419	1421444	ANKRD65	1.7804924555591877	1.1593435616491985	3.1783673776551793
1	1426127	1427787	TMEM88B	1.805632343741676	1.179422024019633	3.220206828455834
1	1430156	1434573	LINC01770	1.824464125567267	1.1893702446775176	3.253404116819536
1	1435689	1442882	VWA1	1.8483143395016008	1.199383850087885	3.2963906051903273
1	1449688	1470162	ATAD3C	1.9194411153439153	1.2292467045410143	3.424586114505894
1	1471764	1497848	ATAD3B	2.0051826516681763	1.2652456232255154	3.5791225712539907
1	1512161	1534687	ATAD3A	2.146675023762516	1.376639658219854	3.8013841210046446
1	1534777	1540624	TMEM240	2.1996244430933687	1.4220667929481403	3.8822017701590075
1	1541672	1574863	SSU72	2.2742986639323397	1.4838472106099772	3.999387822106068
1	1598011	1600135	FNDC10	2.408705312623091	1.5750884906704399	4.2383417430393235
1	1599432	1607210	LOC105378586	2.4226973589799603	1.584586921236951	4.263217404856816
1	1615414	1630610	MIB2	2.4886343862419373	1.6241531908309856	4.3784428125405475
